P_ID,true_label,acc_pred,acc_reason,ppg_pred,ppg_reason,light_pred,light_reason,stat_fusion,semantic_fusion,semantic_reason,hybrid_fusion
PA19,0,1,The high spectral centroid values and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened arousal from the PPG, and dynamic lighting changes from the light sensor strongly suggest the presence of a social interaction.",1
PA19,0,1,The high spectral centroid values and significant zero-crossing rates suggest active wrist movements consistent with social interactions.,0,"The high peak rate and low zero-crossing rate suggest increased heart rate and regularity, which may indicate physical activity rather than a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data suggests physical activity, the accelerometer and light data indicate active wrist movements and dynamic lighting conditions, which are more consistent with a social interaction.",1
PA19,1,1,The high spectral centroids and low-frequency power fractions suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes observed by the light sensor strongly supports the presence of a social interaction.",1
PA19,1,0,"The low high-frequency power fractions and the presence of significant low-frequency components suggest steady, non-varying movements rather than the dynamic gestures typical of social interactions.",0,The high peak rate and relatively low heart rate variability suggest physical activity rather than a social interaction.,1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,0,0,"While the light agent detected significant light changes, the accelerometer and PPG agents' findings of steady, non-varying movements and physical activity, respectively, indicate that the movements were not dynamic or indicative of a social interaction.",0
PA19,1,1,The high magnitude and range in the z-axis along with the spectral entropy suggest active wrist movements indicative of social interaction.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of active wrist movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and significant zero-crossing rates suggest active wrist movements consistent with social interactions.,1,"The increased peak rate and lower zero-crossing rate suggest heightened physiological activity, indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combined evidence from high spectral centroids and significant zero-crossing rates (accelerometer), increased peak rate and lower zero-crossing rate (PPG), and high number of significant light changes (light sensor) strongly indicates a social interaction.",1
PA19,0,1,The high spectral centroids and low standard deviation suggest gestural movements typical during social interactions.,1,"The high heart rate variability metrics suggest increased parasympathetic activity, which is often observed during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and zero-crossing rates suggest active hand movements consistent with social interactions.,0,The high peak rate and relatively low heart rate variability suggest physical activity rather than a social interaction.,1,The high number of significant light changes suggests dynamic lighting conditions typical of social interaction settings.,1,1,"While the PPG agent indicates physical activity, both the Accelerometer and Light agents provide evidence for active hand movements and dynamic lighting conditions, which are more indicative of a social interaction.",1
PA19,0,1,"The high spectral entropy and low-frequency power fractions suggest sustained, dynamic wrist movements consistent with social interactions.",1,"The high heart rate variability metrics suggest increased parasympathetic activity, which is often observed during social interactions.",0,"The low mean light level and high kurtosis suggest a potentially dark environment, which is less indicative of a social interaction setting.",1,1,"While the light agent suggests a dark environment, the accelerometer and PPG agents' findings of dynamic wrist movements and increased heart rate variability strongly indicate a social interaction, overriding the environmental cue.",1
PA19,1,1,The high spectral centroids and low standard deviation suggest gesturing or other interactive movements.,0,"The high peak rate and low zero-crossing rate suggest increased heart rate variability, which is often associated with less physical activity and more social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a possible increase in heart rate variability, the accelerometer's high spectral centroids and low standard deviation, along with the light agent's detection of dynamic lighting conditions, collectively suggest that a social interaction was likely occurring.",1
PA19,1,1,The high spectral centroid and zero-crossing rates suggest gesturing or other interactive movements.,0,"The high peak rate suggests a more stable and regular heartbeat, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a stable heartbeat, the accelerometer's high spectral centroid and zero-crossing rates, along with the light agent's detection of dynamic lighting conditions, collectively suggest that a social interaction was likely occurring.",1
PA19,1,1,"The high spectral entropy and low-frequency power fractions suggest sustained, complex movements consistent with social interactions.",1,"The low signal quality and increased heart rate variability suggest the wearer may have been engaged in a social interaction, which can affect autonomic nervous system activity.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of sustained complex movements, altered heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,"The lower pNN50 value and higher peak rate suggest increased heart rate variability and more pronounced pulsations, which are less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a lower heart rate variability, the accelerometer's high spectral centroids and zero-crossing rates, along with the light agent's detection of dynamic lighting conditions, collectively suggest that a social interaction was likely occurring.",1
PA19,1,1,The high spectral centroids and low standard deviation suggest gesturing or other interactive movements.,0,The high signal quality and relatively low heart rate variability metrics suggest the wearer was not engaged in a social interaction.,1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent indicates no significant change in heart rate variability, both the Accelerometer and Light agents provide evidence of movement and environmental changes consistent with social interactions.",1
PA19,1,1,The high spectral entropy and dominant frequencies suggest gesturing or other interactive movements.,1,"The high peak rate and moderate heart rate variability suggest increased sympathetic activity, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, increased heart rate, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and significant zero-crossing rates suggest active hand movements consistent with social interactions.,1,"The high pNN20 and pNN50 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of active hand movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,"The high spectral entropy and low-frequency power fractions suggest sustained, dynamic wrist movements consistent with social interactions.",1,"The high peak rate and low zero-crossing rate suggest increased heart rate variability, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of sustained dynamic wrist movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,1,1,The high spectral centroid values and low standard deviation suggest gestural movements typical during social interactions.,1,"The high pNN50 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,"The high spectral entropy and zero-crossing rates, along with the dominant frequencies around 1 Hz, suggest gesturing or other interactive movements.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes from the light sensor strongly supports the presence of a social interaction.",1
PA19,0,1,The high spectral entropy and low zero-crossing rates suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,1,1,The high spectral centroid values and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high peak rate and relatively low signal quality suggest increased physiological arousal, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, increased physiological arousal, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,1,1,"The high spectral centroid and zero-crossing rates, along with the large amplitude on the y-axis, suggest gesturing or other interactive movements.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes from the light sensor strongly supports the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting an active state possibly due to social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,"The high spectral entropy and low-frequency power fractions suggest sustained, dynamic wrist movements consistent with social interactions.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of sustained dynamic wrist movements, significant heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,1,1,The high spectral entropy and dominant frequencies suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes observed by the light sensor strongly supports the presence of a social interaction.",1
PA19,0,0,The low high-frequency power fractions and the presence of significant spectral entropy suggest more static or repetitive movements rather than the dynamic gestures typical of social interactions.,1,"The high heart rate variability metrics suggest increased parasympathetic activity, which is often observed during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer data indicates static or repetitive movements, the PPG and Light agents' findings of increased heart rate variability and dynamic lighting conditions strongly suggest a social interaction. These physiological and environmental cues are consistent with the presence of a social interaction.",1
PA19,0,1,The high spectral centroid and low high-frequency power fractions suggest gestural movements typical during social interactions.,1,"The increased peak rate and lower zero-crossing rate suggest heightened physiological activity, indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combined evidence from the accelerometer (gestural movements), PPG (heightened physiological activity), and light sensor (dynamic lighting conditions) strongly indicates the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and low standard deviation suggest gesturing or other interactive movements.,0,"The low pNN50 value suggests reduced parasympathetic activity, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer and light agents indicate interactive movements and dynamic lighting conditions, which are consistent with social interactions, the PPG agent's observation of reduced parasympathetic activity could be due to the stress or excitement often associated with social interactions. Therefore, the majority of evidence supports the presence of an interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,1,"The high heart rate variability metrics suggest increased parasympathetic activity, which is often observed during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes observed by the light sensor strongly supports the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened arousal from the PPG, and dynamic lighting changes from the light sensor strongly suggests a social interaction.",1
PA19,0,1,The high spectral centroids and low zero-crossing rates suggest gesturing or other intentional movements typical of social interactions.,1,The increased peak rate and moderate heart rate variability suggest engagement in an activity that may be associated with social interaction.,0,Based on the lack of light variability and changes.,1,1,"While the Light Agent did not detect any changes, both the Accelerometer and PPG Agents observed patterns consistent with social interaction, indicating likely engagement in such an event.",1
PA19,1,1,"The high spectral entropy and low-frequency power fractions suggest sustained, complex wrist movements typical of social interactions.",0,"The lower pNN50 and pNN20 values suggest less variability, which may indicate a more stable state rather than an active social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent indicates a more stable state, the accelerometer and light agent's findings of sustained complex wrist movements and dynamic lighting conditions strongly suggest a social interaction is occurring.",1
PA19,0,0,The high magnitude values and low standard deviation suggest static or isolated movements rather than dynamic interactions.,0,"The low pNN50 and high peak rate suggest increased sympathetic activity, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,0,1,"While the accelerometer and PPG data suggest static or isolated movements and increased sympathetic activity, respectively, the light agent's detection of dynamic lighting conditions is more indicative of a social setting, suggesting an interaction.",1
PA19,0,1,"The high spectral entropy and low zero-crossing rates suggest complex, sustained movements typical of social interactions.",0,"The lower pNN50 value and higher peak rate suggest increased heart rate variability and more pronounced pulsations, which are less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a higher heart rate, the accelerometer's complex movements and the light agent's dynamic lighting conditions strongly suggest a social interaction is occurring.",1
PA19,0,1,"The high spectral entropy and low zero-crossing rates suggest complex, continuous movements typical of social interactions.",0,"The high peak rate suggests increased heart rate, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent noted an increased heart rate, both the accelerometer and light agents detected patterns consistent with social interactions, indicating complex movements and dynamic lighting conditions that are more indicative of such events.",1
PA19,1,1,The high zero-crossing rates and dominant frequencies suggest gesturing or hand movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing/hand movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,0,1,"The high spectral entropy and zero-crossing rates, along with the significant y-axis movement, suggest gesturing or other interactive movements.",1,"The high peak rate and relatively low signal quality suggest increased physiological arousal, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing and movement detected by the accelerometer, increased physiological arousal indicated by the PPG, and dynamic lighting changes observed by the light sensor strongly suggest the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened arousal from the PPG, and dynamic lighting changes from the light sensor strongly suggests a social interaction.",1
PA19,1,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,"The high peak rate suggests increased heart rate, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent noted an increased heart rate, both the accelerometer and light agents detected patterns more consistent with social interaction, indicating gesturing and dynamic lighting conditions.",1
PA19,1,1,The high spectral centroids and significant zero-crossing rates suggest active wrist movements consistent with social interactions.,0,"The low pNN50 value suggests reduced parasympathetic activity, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates reduced parasympathetic activity, the accelerometer's high spectral centroids and significant zero-crossing rates, along with the light agent's detection of dynamic lighting conditions, collectively suggest the presence of an active social interaction.",1
PA19,1,1,The high spectral centroid and low zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened arousal from the PPG, and dynamic lighting changes from the light sensor strongly supports the occurrence of a social interaction.",1
PA19,0,1,"The high spectral entropy and zero-crossing rates, along with the significant y-axis peak amplitude, suggest gesturing or other interactive movements.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes from the light sensor strongly supports the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and large amplitude peaks suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, heightened heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA19,1,1,"The high spectral entropy and low-frequency power fractions suggest sustained, complex movements typical of social interactions.",1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of sustained complex movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,1,1,The high spectral centroids and low zero-crossing rates suggest gesturing or other intentional movements typical of social interactions.,1,"The high pNN20 value suggests increased heart rate variability, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and significant zero-crossing rates indicate dynamic wrist movements consistent with social interactions.,1,"The high heart rate variability (pNN50 and pNN20) suggests increased parasympathetic activity, which is often observed during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of dynamic wrist movements, increased heart rate variability, and frequent light changes strongly indicates the presence of a social interaction.",1
PA19,0,1,The high spectral centroids and low standard deviation suggest gesturing or other interactive movements.,0,"The high heart rate variability metrics suggest a state of relaxation or low stress, which is less indicative of a social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a relaxed state, the accelerometer's high spectral centroids and the light agent's detection of dynamic lighting conditions strongly suggest that a social interaction was occurring, overriding the indication of low stress from the PPG data.",1
PA19,0,1,"The high spectral centroid and entropy values, along with the significant zero-crossing rates and large amplitude peaks, suggest gesturing or other interactive movements.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",0,Based on the lack of light variability and changes.,1,1,"While the Light Agent did not detect any changes, the Accelerometer and PPG Agents both identified significant activity indicative of social interaction, suggesting a high likelihood of an interaction occurring during the recording.",1
PA19,0,1,The high spectral centroids and low zero-crossing rates suggest gestural movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and large amplitude peaks suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing and interactive movements (accelerometer), heightened arousal indicated by heart rate variability (PPG), and dynamic lighting conditions (light sensor) strongly suggests the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and large z-axis range suggest gesturing or other interactive movements.,1,"The high heart rate variability metrics suggest increased parasympathetic activity, which is often observed during social interactions.",0,"The number of significant light changes is low, suggesting a more stable lighting environment typical of solitary activities.",1,1,"While the light agent suggests stability, the accelerometer and PPG agents indicate gesturing and increased parasympathetic activity, respectively, both consistent with social interaction.",1
PA20,0,1,The high spectral centroid values and low zero-crossing rates suggest gestural movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gestural movements, increased heart rate variability, and a dynamic lighting environment strongly suggests the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and significant spectral entropy suggest gestural movements consistent with social interactions.,1,"The high pNN50 and pNN20 values indicate significant variability in heart rate, suggesting increased parasympathetic activity often seen during social interactions.",1,The high number of significant light changes suggests a dynamic and possibly social environment.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA20,1,0,"The low zero-crossing rates and high spectral entropy suggest steady, minimal movement rather than the dynamic gestures typical of social interactions.",0,"The high pNN50 and pNN20 values suggest increased heart rate variability, which is often associated with relaxed states rather than active social interactions.",0,The uniform light levels and lack of changes suggest a consistent environment like outdoors or a well-lit solitary space.,0,0,"The consistent low activity levels, increased heart rate variability, and stable lighting conditions across all sensor data indicate a scenario more aligned with a relaxed, solitary state rather than an active social interaction.",0
PA20,0,1,The high low-frequency power fractions and large amplitude suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and a dynamic lighting environment observed by the light sensor strongly supports the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and large amplitude suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant variability in heart rate, suggesting increased parasympathetic activity often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened engagement, and dynamic lighting changes all strongly suggest the presence of a social interaction.",1
PA20,1,1,The high low-frequency power fractions and dominant frequencies suggest gesturing or other interactive movements.,0,"The high pNN50 value and low zero-crossing rate suggest increased parasympathetic activity, which is often associated with relaxed states or social interactions. However, the very low zero-crossing rate and peak rate indicate a more stable and less dynamic heart rate, suggesting no active social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent noted signs of relaxed states, the accelerometer's indication of gesturing and the light agent's detection of dynamic lighting conditions strongly suggest an ongoing social interaction.",1
PA20,1,0,The low variability and minimal range in the acceleration measurements suggest typical resting or stationary activity rather than dynamic movements associated with social interactions.,0,"The high heart rate variability metrics suggest a more relaxed state, which is less indicative of a social interaction.",0,"The low mean log-transformed light level suggests very dim lighting, which is less indicative of a social interaction setting.",0,0,"The consistent lack of dynamic movement, relaxed physiological state, and dim lighting across multiple sensor modalities strongly indicates that no social interaction took place.",0
PA20,1,1,"The low-frequency power fractions and spectral centroids indicate sustained, low-frequency movements consistent with social interactions such as gesturing or eating.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The sustained low-frequency movements, significant heart rate variability, and dynamic lighting environment all strongly suggest the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and large amplitude peaks suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes from the light sensor strongly suggests a social interaction took place.",1
PA20,1,1,The high low-frequency power fractions and large z-axis range suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and dynamic lighting changes observed by the light sensor strongly supports the presence of a social interaction.",1
PA20,0,1,The high low-frequency power fractions and significant y-axis movement suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",0,"The absence of light changes suggests a very stable environment, likely not a social interaction setting.",1,1,"While the light agent indicates stability, the accelerometer and PPG agents' findings of gesturing and increased heart rate variability strongly suggest a social interaction.",1
PA20,0,1,The high low-frequency power fractions and large z-axis range suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing and interactive movements (accelerometer), heightened arousal indicated by heart rate variability (PPG), and dynamic lighting conditions (light sensor) strongly suggests the presence of a social interaction.",1
PA20,1,1,The high low-frequency power fractions and large amplitude suggest gesturing or other interactive movements.,0,"The high pNN50 and pNN20 values suggest increased heart rate variability, which is often associated with relaxed states rather than active social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG data indicates a relaxed state, the accelerometer and light data suggest gesturing and dynamic lighting conditions, which are more consistent with an active social interaction.",1
PA20,0,1,The high spectral centroids and zero-crossing rates suggest gesturing or other interactive movements.,0,"The high pNN50 value suggests increased heart rate variability, which is often associated with relaxed states rather than active social interactions.",0,"The absence of light changes suggests a very stable environment, likely not a social interaction setting.",0,0,"While the accelerometer detected potential gestures, the PPG and light sensors indicate a stable, relaxed state without significant environmental changes, suggesting no active social interaction.",0
PA20,0,1,The high low-frequency power fractions and extreme minimum values suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant variability in heart rate, suggesting increased parasympathetic activity often associated with social interactions.",1,The high number of significant light changes suggests a dynamic and possibly interactive environment.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened engagement, and frequent light changes pointing to a dynamic environment strongly supports the presence of a social interaction.",1
PA20,0,1,The high spectral centroids and low-frequency power fractions suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant variability in heart rate, suggesting increased parasympathetic activity often associated with social interactions.",1,The high number of significant light changes suggests a dynamic and possibly interactive environment.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating heightened engagement, and frequent light changes pointing to a dynamic environment strongly supports the presence of a social interaction.",1
PA20,1,1,The high low-frequency power fractions and large amplitude suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests a dynamic and possibly interactive environment.,1,1,"The combination of gesturing movements detected by the accelerometer, heightened arousal indicated by the PPG, and a dynamic lighting environment suggest a social interaction is occurring.",1
